County,State,3/15~4/30,3/15~5/31
Onslow,North Carolina,10,7
Orange,North Carolina,4,5
Pamlico,North Carolina,12,10
Pasquotank,North Carolina,10,3
Pender,North Carolina,10,8
Perquimans,North Carolina,12,8
Person,North Carolina,12,8
Pitt,North Carolina,10,7
Polk,North Carolina,12,8
Randolph,North Carolina,6,3
Richmond,North Carolina,6,3
Robeson,North Carolina,8,3
Rockingham,North Carolina,9,2
Rowan,North Carolina,6,5
Rutherford,North Carolina,4,2
Sampson,North Carolina,12,8
Scotland,North Carolina,12,10
Stanly,North Carolina,10,3
Stokes,North Carolina,12,10
Surry,North Carolina,12,8
Swain,North Carolina,0,10
Transylvania,North Carolina,12,10
Tyrrell,North Carolina,0,10
Union,North Carolina,10,2
Vance,North Carolina,4,1
Wake,North Carolina,10,8
Warren,North Carolina,12,9
Washington,North Carolina,6,5
Watauga,North Carolina,12,10
Wayne,North Carolina,7,3
Wilkes,North Carolina,6,1
Wilson,North Carolina,6,3
Yadkin,North Carolina,10,3
Yancey,North Carolina,0,0
Adams,North Dakota,0,0
Barnes,North Dakota,12,10
Benson,North Dakota,0,0
Billings,North Dakota,0,0
Bottineau,North Dakota,0,0
Bowman,North Dakota,13,12
Burke,North Dakota,12,10
Burleigh,North Dakota,12,10
Cass,North Dakota,6,1
Cavalier,North Dakota,0,0
Dickey,North Dakota,0,0
Divide,North Dakota,12,12
Dunn,North Dakota,12,10
Eddy,North Dakota,13,10
Emmons,North Dakota,6,1
Foster,North Dakota,12,12
Golden Valley,North Dakota,0,0
Grand Forks,North Dakota,12,8
Grant,North Dakota,12,10
Griggs,North Dakota,0,0
Hettinger,North Dakota,0,0
Kidder,North Dakota,0,0
LaMoure,North Dakota,0,0
Logan,North Dakota,0,0
McHenry,North Dakota,4,5
McIntosh,North Dakota,12,12
McKenzie,North Dakota,12,10
McLean,North Dakota,12,10
Mercer,North Dakota,0,0
Morton,North Dakota,10,3
Mountrail,North Dakota,12,10
Nelson,North Dakota,0,10
Oliver,North Dakota,12,12
Pembina,North Dakota,0,10
Pierce,North Dakota,12,11
Ramsey,North Dakota,12,9
Ransom,North Dakota,0,10
Renville,North Dakota,0,0
Richland,North Dakota,12,10
Rolette,North Dakota,12,10
Sargent,North Dakota,13,10
Sheridan,North Dakota,0,0
Sioux,North Dakota,12,10
Slope,North Dakota,12,10
Stark,North Dakota,4,2
Steele,North Dakota,0,0
Stutsman,North Dakota,12,10
Towner,North Dakota,0,0
Traill,North Dakota,0,0
Walsh,North Dakota,12,10
Ward,North Dakota,10,8
Wells,North Dakota,0,11
Williams,North Dakota,12,10
Adams,Ohio,12,9
Allen,Ohio,6,5
Ashland,Ohio,12,10
Ashtabula,Ohio,7,1
Athens,Ohio,11,2
Auglaize,Ohio,10,3
Belmont,Ohio,6,4
Brown,Ohio,6,2
Butler,Ohio,10,2
Carroll,Ohio,10,8
Champaign,Ohio,9,2
Clark,Ohio,10,2
Clermont,Ohio,10,7
Clinton,Ohio,10,9
Columbiana,Ohio,5,1
Coshocton,Ohio,12,10
Crawford,Ohio,12,8
Cuyahoga,Ohio,4,3
Darke,Ohio,6,1
Defiance,Ohio,10,8
Delaware,Ohio,10,2
Erie,Ohio,6,1
Fairfield,Ohio,10,8
Fayette,Ohio,12,10
Franklin,Ohio,6,3
Fulton,Ohio,12,10
Gallia,Ohio,6,2
Geauga,Ohio,4,5
Greene,Ohio,10,2
Guernsey,Ohio,12,12
Hamilton,Ohio,4,3
Hancock,Ohio,10,8
Hardin,Ohio,12,10
Harrison,Ohio,0,10
Henry,Ohio,12,10
Highland,Ohio,1,8
Hocking,Ohio,8,3
Holmes,Ohio,10,3
Huron,Ohio,6,2
Jackson,Ohio,12,10
Jefferson,Ohio,10,8
Knox,Ohio,8,7
Lake,Ohio,9,2
Lawrence,Ohio,12,12
Licking,Ohio,10,2
Logan,Ohio,12,10
Lorain,Ohio,4,2
Lucas,Ohio,6,1
Madison,Ohio,6,1
Mahoning,Ohio,5,6
Marion,Ohio,10,5
Medina,Ohio,4,3
Meigs,Ohio,12,10
Mercer,Ohio,9,1
Miami,Ohio,6,1
Monroe,Ohio,12,3
Montgomery,Ohio,10,7
Morgan,Ohio,12,10
Morrow,Ohio,10,8
Muskingum,Ohio,12,10
Noble,Ohio,12,10
Ottawa,Ohio,12,2
Paulding,Ohio,12,10
Perry,Ohio,12,8
Pickaway,Ohio,6,5
Pike,Ohio,12,10
Portage,Ohio,6,5
Preble,Ohio,10,8
Putnam,Ohio,0,5
Richland,Ohio,10,7
Ross,Ohio,10,8
Sandusky,Ohio,4,3
Scioto,Ohio,12,10
Seneca,Ohio,9,8
Shelby,Ohio,10,8
Stark,Ohio,6,3
Summit,Ohio,6,3
Trumbull,Ohio,6,3
Tuscarawas,Ohio,12,9
Union,Ohio,12,12
Van Wert,Ohio,12,10
Vinton,Ohio,0,0
Warren,Ohio,10,3
Washington,Ohio,4,5
Wayne,Ohio,6,1
Williams,Ohio,6,3
Wood,Ohio,6,5
Wyandot,Ohio,6,3
Adair,Oklahoma,6,5
Alfalfa,Oklahoma,0,12
Atoka,Oklahoma,12,10
Beaver,Oklahoma,12,10
Beckham,Oklahoma,12,10
Blaine,Oklahoma,0,0
Bryan,Oklahoma,10,2
Caddo,Oklahoma,6,1
Canadian,Oklahoma,9,8
Carter,Oklahoma,10,3
Cherokee,Oklahoma,10,8
Choctaw,Oklahoma,12,9
Cimarron,Oklahoma,0,12
Cleveland,Oklahoma,6,5
Coal,Oklahoma,0,0
Comanche,Oklahoma,10,8
Cotton,Oklahoma,11,5
Craig,Oklahoma,12,10
Creek,Oklahoma,4,2
Custer,Oklahoma,12,10
Delaware,Oklahoma,4,5
Dewey,Oklahoma,12,10
Ellis,Oklahoma,0,0
Garfield,Oklahoma,8,7
Garvin,Oklahoma,1,8
Grady,Oklahoma,10,2
Grant,Oklahoma,12,10
Greer,Oklahoma,5,6
Harmon,Oklahoma,0,0
Harper,Oklahoma,0,12
Haskell,Oklahoma,0,10
Hughes,Oklahoma,0,0
Jackson,Oklahoma,12,8
Jefferson,Oklahoma,12,10
Johnston,Oklahoma,0,10
Kay,Oklahoma,4,2
Kingfisher,Oklahoma,12,10
Kiowa,Oklahoma,12,10
Latimer,Oklahoma,4,2
Le Flore,Oklahoma,12,9
Lincoln,Oklahoma,12,8
Logan,Oklahoma,1,8
Love,Oklahoma,12,10
McClain,Oklahoma,2,8
McCurtain,Oklahoma,12,12
McIntosh,Oklahoma,12,9
Major,Oklahoma,6,3
Marshall,Oklahoma,12,11
Mayes,Oklahoma,4,2
Murray,Oklahoma,0,10
Muskogee,Oklahoma,10,2
Noble,Oklahoma,12,10
Nowata,Oklahoma,12,10
Okfuskee,Oklahoma,13,10
Oklahoma,Oklahoma,6,3
Okmulgee,Oklahoma,12,10
Osage,Oklahoma,6,5
Ottawa,Oklahoma,10,8
Pawnee,Oklahoma,6,2
Payne,Oklahoma,10,8
Pittsburg,Oklahoma,10,2
Pontotoc,Oklahoma,11,8
Pottawatomie,Oklahoma,4,2
Pushmataha,Oklahoma,0,10
Roger Mills,Oklahoma,0,0
Rogers,Oklahoma,10,2
Seminole,Oklahoma,4,3
Sequoyah,Oklahoma,4,2
Stephens,Oklahoma,9,2
Texas,Oklahoma,5,1
Tillman,Oklahoma,12,2
Tulsa,Oklahoma,6,3
Wagoner,Oklahoma,6,5
Washington,Oklahoma,6,5
Washita,Oklahoma,0,0
Woods,Oklahoma,0,10
Woodward,Oklahoma,12,10
Baker,Oregon,0,0
Benton,Oregon,10,2
Clackamas,Oregon,8,7
Clatsop,Oregon,12,10
Columbia,Oregon,12,10
Coos,Oregon,0,10
Crook,Oregon,12,10
Curry,Oregon,12,10
Deschutes,Oregon,12,10
Douglas,Oregon,12,10
Gilliam,Oregon,0,0
Grant,Oregon,3,10
Harney,Oregon,0,0
Hood River,Oregon,12,10
Jackson,Oregon,12,10
Jefferson,Oregon,0,10
Josephine,Oregon,10,9
Klamath,Oregon,12,10
Lake,Oregon,0,0
Lane,Oregon,10,8
Lincoln,Oregon,12,10
Linn,Oregon,9,2
Malheur,Oregon,12,10
Marion,Oregon,6,3
Morrow,Oregon,12,10
Multnomah,Oregon,6,3
Polk,Oregon,10,2
Sherman,Oregon,13,12
Tillamook,Oregon,12,10
Umatilla,Oregon,12,8
Union,Oregon,12,10
Wallowa,Oregon,12,10
Wasco,Oregon,10,8
Washington,Oregon,10,8
Wheeler,Oregon,0,0
Yamhill,Oregon,4,3
Adams,Pennsylvania,10,2
Allegheny,Pennsylvania,10,2
Armstrong,Pennsylvania,10,8
Beaver,Pennsylvania,6,6
Bedford,Pennsylvania,8,7
Berks,Pennsylvania,6,5
Blair,Pennsylvania,12,12
Bradford,Pennsylvania,10,8
Bucks,Pennsylvania,6,6
Butler,Pennsylvania,9,8
Cambria,Pennsylvania,10,8
Cameron,Pennsylvania,12,10
Carbon,Pennsylvania,6,5
Centre,Pennsylvania,10,8
Chester,Pennsylvania,6,6
Clarion,Pennsylvania,10,8
Clearfield,Pennsylvania,12,10
Clinton,Pennsylvania,12,9
Columbia,Pennsylvania,6,5
Crawford,Pennsylvania,12,10
Cumberland,Pennsylvania,9,3
Dauphin,Pennsylvania,4,3
Delaware,Pennsylvania,5,6
Elk,Pennsylvania,12,9
Erie,Pennsylvania,10,8
Fayette,Pennsylvania,10,8
Forest,Pennsylvania,12,10
Franklin,Pennsylvania,8,3
Fulton,Pennsylvania,12,8
Greene,Pennsylvania,12,9
Huntingdon,Pennsylvania,12,9
Indiana,Pennsylvania,10,2
Jefferson,Pennsylvania,12,10
Juniata,Pennsylvania,1,8
Lackawanna,Pennsylvania,5,6
Lancaster,Pennsylvania,6,6
Lawrence,Pennsylvania,4,2
Lebanon,Pennsylvania,10,2
Lehigh,Pennsylvania,6,5
Luzerne,Pennsylvania,6,5
Lycoming,Pennsylvania,10,2
McKean,Pennsylvania,12,8
Mercer,Pennsylvania,10,8
Mifflin,Pennsylvania,12,9
Monroe,Pennsylvania,5,5
Montgomery,Pennsylvania,6,6
Montour,Pennsylvania,12,9
Northampton,Pennsylvania,6,1
Northumberland,Pennsylvania,12,9
Perry,Pennsylvania,9,2
Philadelphia,Pennsylvania,5,6
Pike,Pennsylvania,6,5
Potter,Pennsylvania,12,10
Schuylkill,Pennsylvania,10,2
Snyder,Pennsylvania,6,2
Somerset,Pennsylvania,12,9
Sullivan,Pennsylvania,13,10
Susquehanna,Pennsylvania,4,5
Tioga,Pennsylvania,10,8
Union,Pennsylvania,12,8
Venango,Pennsylvania,12,10
Warren,Pennsylvania,10,12
Washington,Pennsylvania,10,8
Wayne,Pennsylvania,10,2
Westmoreland,Pennsylvania,10,2
Wyoming,Pennsylvania,10,2
York,Pennsylvania,10,8
Bristol,Rhode Island,12,10
Kent,Rhode Island,12,10
Newport,Rhode Island,12,10
Providence,Rhode Island,8,7
Washington,Rhode Island,12,10
Abbeville,South Carolina,12,10
Aiken,South Carolina,8,2
Allendale,South Carolina,10,5
Anderson,South Carolina,9,2
Bamberg,South Carolina,12,10
Barnwell,South Carolina,12,8
Beaufort,South Carolina,10,8
Berkeley,South Carolina,10,2
Calhoun,South Carolina,4,3
Charleston,South Carolina,10,8
Cherokee,South Carolina,12,8
Chester,South Carolina,12,10
Chesterfield,South Carolina,2,8
Clarendon,South Carolina,5,1
Colleton,South Carolina,10,4
Darlington,South Carolina,10,2
Dillon,South Carolina,12,8
Dorchester,South Carolina,10,8
Edgefield,South Carolina,10,2
Fairfield,South Carolina,11,1
Florence,South Carolina,5,1
Georgetown,South Carolina,10,8
Greenville,South Carolina,9,3
Greenwood,South Carolina,12,9
Hampton,South Carolina,12,9
Horry,South Carolina,9,2
Jasper,South Carolina,10,2
Kershaw,South Carolina,4,2
Lancaster,South Carolina,10,8
Laurens,South Carolina,8,2
Lee,South Carolina,5,1
Lexington,South Carolina,6,3
McCormick,South Carolina,4,2
Marion,South Carolina,5,1
Marlboro,South Carolina,12,8
Newberry,South Carolina,10,2
Oconee,South Carolina,12,10
Orangeburg,South Carolina,10,8
Pickens,South Carolina,2,8
Richland,South Carolina,6,5
Saluda,South Carolina,12,12
Spartanburg,South Carolina,10,2
Sumter,South Carolina,6,3
Union,South Carolina,12,10
Williamsburg,South Carolina,12,3
York,South Carolina,10,7
Aurora,South Dakota,12,10
Beadle,South Dakota,4,1
Bennett,South Dakota,0,0
Bon Homme,South Dakota,12,10
Brookings,South Dakota,12,10
Brown,South Dakota,12,12
Brule,South Dakota,0,0
Buffalo,South Dakota,0,0
Butte,South Dakota,0,0
Campbell,South Dakota,0,0
Charles Mix,South Dakota,12,10
Clark,South Dakota,12,10
Clay,South Dakota,12,10
Codington,South Dakota,12,10
Corson,South Dakota,13,11
Custer,South Dakota,0,0
Davison,South Dakota,12,10
Day,South Dakota,0,0
Deuel,South Dakota,12,12
Dewey,South Dakota,0,0
Douglas,South Dakota,0,0
Edmunds,South Dakota,0,0
Fall River,South Dakota,12,10
Faulk,South Dakota,12,12
Grant,South Dakota,0,0
Gregory,South Dakota,0,0
Haakon,South Dakota,0,0
Hamlin,South Dakota,12,10
Hand,South Dakota,0,10
Hanson,South Dakota,0,0
Harding,South Dakota,0,0
Hughes,South Dakota,12,10
Hutchinson,South Dakota,12,10
Hyde,South Dakota,0,12
Jackson,South Dakota,0,0
Jerauld,South Dakota,4,1
Jones,South Dakota,0,0
Kingsbury,South Dakota,0,0
Lake,South Dakota,12,10
Lawrence,South Dakota,12,10
Lincoln,South Dakota,12,10
Lyman,South Dakota,12,10
McCook,South Dakota,6,3
McPherson,South Dakota,0,12
Marshall,South Dakota,12,11
Meade,South Dakota,12,10
Mellette,South Dakota,0,0
Miner,South Dakota,13,12
Minnehaha,South Dakota,4,5
Moody,South Dakota,0,10
Oglala Lakota,South Dakota,13,10
Pennington,South Dakota,9,1
Perkins,South Dakota,0,0
Potter,South Dakota,0,0
Roberts,South Dakota,12,10
Sanborn,South Dakota,12,10
Spink,South Dakota,12,10
Stanley,South Dakota,0,10
Sully,South Dakota,0,12
Todd,South Dakota,12,8
Tripp,South Dakota,0,0
Turner,South Dakota,12,10
Union,South Dakota,12,10
Walworth,South Dakota,0,10
Yankton,South Dakota,12,10
Ziebach,South Dakota,0,0
Anderson,Tennessee,10,8
Bedford,Tennessee,6,3
Benton,Tennessee,10,8
Bledsoe,Tennessee,12,8
Blount,Tennessee,10,8
Bradley,Tennessee,10,8
Campbell,Tennessee,10,8
Cannon,Tennessee,12,10
Carroll,Tennessee,10,8
Carter,Tennessee,10,8
Cheatham,Tennessee,12,10
Chester,Tennessee,12,10
Claiborne,Tennessee,12,10
Clay,Tennessee,12,10
Cocke,Tennessee,12,10
Coffee,Tennessee,12,10
Crockett,Tennessee,0,8
Cumberland,Tennessee,10,9
Davidson,Tennessee,6,3
Decatur,Tennessee,12,10
DeKalb,Tennessee,12,10
Dickson,Tennessee,12,10
Dyer,Tennessee,12,10
Fayette,Tennessee,10,8
Fentress,Tennessee,12,10
Franklin,Tennessee,9,7
Gibson,Tennessee,10,8
Giles,Tennessee,12,10
Grainger,Tennessee,12,10
Greene,Tennessee,10,8
Grundy,Tennessee,4,2
Hamblen,Tennessee,8,2
Hamilton,Tennessee,9,1
Hancock,Tennessee,0,0
Hardeman,Tennessee,12,10
Hardin,Tennessee,12,8
Hawkins,Tennessee,10,8
Haywood,Tennessee,4,2
Henderson,Tennessee,12,10
Henry,Tennessee,12,10
Hickman,Tennessee,12,10
Houston,Tennessee,12,10
Humphreys,Tennessee,10,8
Jackson,Tennessee,12,10
Jefferson,Tennessee,10,12
Johnson,Tennessee,12,10
Knox,Tennessee,10,8
Lake,Tennessee,0,10
Lauderdale,Tennessee,12,9
Lawrence,Tennessee,12,10
Lewis,Tennessee,12,10
Lincoln,Tennessee,12,10
Loudon,Tennessee,12,10
McMinn,Tennessee,1,2
McNairy,Tennessee,12,10
Macon,Tennessee,6,1
Madison,Tennessee,10,8
Marion,Tennessee,10,8
Marshall,Tennessee,4,2
Maury,Tennessee,12,10
Meigs,Tennessee,12,10
Monroe,Tennessee,10,2
Montgomery,Tennessee,10,7
Moore,Tennessee,0,10
Morgan,Tennessee,12,10
Obion,Tennessee,6,3
Overton,Tennessee,12,10
Perry,Tennessee,12,10
Pickett,Tennessee,0,0
Polk,Tennessee,12,10
Putnam,Tennessee,11,3
Rhea,Tennessee,0,10
Roane,Tennessee,12,10
Robertson,Tennessee,12,9
Rutherford,Tennessee,4,3
Scott,Tennessee,12,10
Sequatchie,Tennessee,12,10
Sevier,Tennessee,10,8
Shelby,Tennessee,4,3
Smith,Tennessee,4,2
Stewart,Tennessee,12,10
Sullivan,Tennessee,10,9
Sumner,Tennessee,6,5
Tipton,Tennessee,12,8
Trousdale,Tennessee,5,1
Unicoi,Tennessee,12,10
Union,Tennessee,12,10
Van Buren,Tennessee,0,10
Warren,Tennessee,12,10
Washington,Tennessee,10,9
Wayne,Tennessee,12,10
Weakley,Tennessee,12,10
White,Tennessee,12,10
Williamson,Tennessee,10,2
Wilson,Tennessee,10,8
Anderson,Texas,12,10
Andrews,Texas,12,10
Angelina,Texas,12,9
Aransas,Texas,12,10
Archer,Texas,0,0
Armstrong,Texas,0,10
Atascosa,Texas,10,8
Austin,Texas,12,10
Bailey,Texas,0,0
Bandera,Texas,12,10
Bastrop,Texas,8,2
Baylor,Texas,0,0
Bee,Texas,12,10
Bell,Texas,8,7
Bexar,Texas,9,2
Blanco,Texas,12,12
Borden,Texas,0,0
Bosque,Texas,0,10
Bowie,Texas,9,2
Brazoria,Texas,10,8
Brazos,Texas,6,1
Brewster,Texas,0,0
Briscoe,Texas,0,0
Brooks,Texas,0,12
Brown,Texas,8,3
Burleson,Texas,12,10
Burnet,Texas,12,10
Caldwell,Texas,12,10
Calhoun,Texas,10,2
Callahan,Texas,12,8
Cameron,Texas,10,2
Camp,Texas,12,10
Carson,Texas,0,10
Cass,Texas,12,10
Castro,Texas,4,1
Chambers,Texas,12,10
Cherokee,Texas,10,2
Childress,Texas,0,10
Clay,Texas,12,10
Cochran,Texas,0,12
Coke,Texas,0,0
Coleman,Texas,0,10
Collin,Texas,10,2
Collingsworth,Texas,0,0
Colorado,Texas,12,10
Comal,Texas,4,2
Comanche,Texas,2,3
Concho,Texas,13,12
Cooke,Texas,12,10
Coryell,Texas,10,2
Cottle,Texas,0,5
Crane,Texas,12,8
Crockett,Texas,0,0
Crosby,Texas,6,1
Culberson,Texas,0,0
Dallam,Texas,6,1
Dallas,Texas,6,3
Dawson,Texas,6,3
Deaf Smith,Texas,12,5
Delta,Texas,13,12
Denton,Texas,9,2
DeWitt,Texas,10,8
Dickens,Texas,12,10
Dimmit,Texas,13,10
Donley,Texas,12,10
Duval,Texas,0,10
Eastland,Texas,12,10
Ector,Texas,10,2
Edwards,Texas,0,0
Ellis,Texas,9,3
El Paso,Texas,10,3
Erath,Texas,10,8
Falls,Texas,12,10
Fannin,Texas,12,8
Fayette,Texas,10,8
Fisher,Texas,0,0
Floyd,Texas,12,11
Foard,Texas,0,0
Fort Bend,Texas,4,2
Franklin,Texas,12,10
Freestone,Texas,0,10
Frio,Texas,12,10
Gaines,Texas,2,12
Galveston,Texas,4,2
Garza,Texas,0,0
Gillespie,Texas,12,10
Glasscock,Texas,0,0
Goliad,Texas,12,10
Gonzales,Texas,10,4
Gray,Texas,12,8
Grayson,Texas,12,9
Gregg,Texas,12,9
Grimes,Texas,8,3
Guadalupe,Texas,12,10
Hale,Texas,6,1
Hall,Texas,0,0
Hamilton,Texas,12,8
Hansford,Texas,12,5
Hardeman,Texas,0,0
Hardin,Texas,4,2
Harris,Texas,9,2
Harrison,Texas,6,1
Hartley,Texas,0,5
Haskell,Texas,0,0
Hays,Texas,10,8
Hemphill,Texas,13,12
Henderson,Texas,12,12
Hidalgo,Texas,10,8
Hill,Texas,10,8
Hockley,Texas,4,2
Hood,Texas,10,8
Hopkins,Texas,12,10
Houston,Texas,0,10
Howard,Texas,6,3
Hudspeth,Texas,0,0
Hunt,Texas,10,2
Hutchinson,Texas,12,10
Irion,Texas,0,0
Jack,Texas,12,10
Jackson,Texas,12,8
Jasper,Texas,6,2
Jeff Davis,Texas,0,0
Jefferson,Texas,6,3
Jim Hogg,Texas,0,10
Jim Wells,Texas,12,10
Johnson,Texas,8,2
Jones,Texas,12,10
Karnes,Texas,12,10
Kaufman,Texas,2,8
Kendall,Texas,12,10
Kenedy,Texas,0,0
Kent,Texas,0,0
Kerr,Texas,12,10
Kimble,Texas,0,0
King,Texas,0,0
Kinney,Texas,0,0
Kleberg,Texas,4,2
Knox,Texas,13,12
Lamar,Texas,12,2
Lamb,Texas,12,10
Lampasas,Texas,12,10
La Salle,Texas,0,10
Lavaca,Texas,10,8
Lee,Texas,12,10
Leon,Texas,12,10
Liberty,Texas,12,8
Limestone,Texas,4,2
Lipscomb,Texas,0,0
Live Oak,Texas,12,10
Llano,Texas,12,10
Loving,Texas,0,0
Lubbock,Texas,6,5
Lynn,Texas,4,2
McCulloch,Texas,12,10
McLennan,Texas,10,8
McMullen,Texas,0,0
Madison,Texas,12,10
Marion,Texas,0,9
Martin,Texas,12,2
Mason,Texas,12,10
Matagorda,Texas,6,3
Maverick,Texas,12,9
Medina,Texas,10,3
Menard,Texas,0,0
Midland,Texas,6,3
Milam,Texas,10,8
Mills,Texas,0,0
Mitchell,Texas,13,12
Montague,Texas,10,8
Montgomery,Texas,8,2
Moore,Texas,6,6
Morris,Texas,12,10
Motley,Texas,0,12
Nacogdoches,Texas,5,1
Navarro,Texas,6,3
Newton,Texas,12,10
Nolan,Texas,0,10
Nueces,Texas,10,8
Ochiltree,Texas,0,5
Oldham,Texas,5,6
Orange,Texas,1,8
Palo Pinto,Texas,10,2
Panola,Texas,5,1
Parker,Texas,12,12
Parmer,Texas,0,10
Pecos,Texas,12,10
Polk,Texas,12,10
Potter,Texas,6,1
Presidio,Texas,0,0
Rains,Texas,12,10
Randall,Texas,9,3
Reagan,Texas,0,0
Real,Texas,0,0
Red River,Texas,0,2
Reeves,Texas,12,10
Refugio,Texas,0,0
Roberts,Texas,0,10
Robertson,Texas,12,10
Rockwall,Texas,10,2
Runnels,Texas,0,0
Rusk,Texas,10,8
Sabine,Texas,0,10
San Augustine,Texas,6,1
San Jacinto,Texas,12,10
San Patricio,Texas,12,10
San Saba,Texas,0,0
Schleicher,Texas,0,0
Scurry,Texas,0,10
Shackelford,Texas,0,0
Shelby,Texas,2,2
Sherman,Texas,0,10
Smith,Texas,10,8
Somervell,Texas,0,0
Starr,Texas,12,10
Stephens,Texas,13,10
Sterling,Texas,0,0
Stonewall,Texas,0,0
Sutton,Texas,0,0
Swisher,Texas,12,10
Tarrant,Texas,6,3
Taylor,Texas,6,2
Terrell,Texas,0,0
Terry,Texas,12,10
Throckmorton,Texas,0,0
Titus,Texas,12,2
Tom Green,Texas,10,8
Travis,Texas,4,3
Trinity,Texas,12,10
Tyler,Texas,12,10
Upshur,Texas,12,10
Upton,Texas,0,0
Uvalde,Texas,12,10
Val Verde,Texas,12,10
Van Zandt,Texas,9,2
Victoria,Texas,10,2
Walker,Texas,10,1
Waller,Texas,12,10
Ward,Texas,0,0
Washington,Texas,5,6
Webb,Texas,6,3
Wharton,Texas,12,10
Wheeler,Texas,0,10
Wichita,Texas,10,8
Wilbarger,Texas,0,10
Willacy,Texas,6,2
Williamson,Texas,8,2
Wilson,Texas,10,2
Winkler,Texas,12,10
Wise,Texas,10,2
Wood,Texas,12,9
Yoakum,Texas,0,10
Young,Texas,11,8
Zapata,Texas,12,10
Zavala,Texas,0,10
Beaver,Utah,0,0
Box Elder,Utah,12,0
Cache,Utah,12,0
Carbon,Utah,0,0
Daggett,Utah,0,0
Davis,Utah,8,7
Duchesne,Utah,0,0
Emery,Utah,0,0
Garfield,Utah,0,0
Grand,Utah,0,0
Iron,Utah,0,0
Juab,Utah,0,0
Kane,Utah,0,0
Millard,Utah,0,0
Morgan,Utah,0,0
Piute,Utah,0,0
Rich,Utah,0,0
Salt Lake,Utah,8,2
San Juan,Utah,6,1
Sanpete,Utah,0,0
Sevier,Utah,0,0
Summit,Utah,12,10
Tooele,Utah,12,10
Uintah,Utah,0,0
Utah,Utah,8,2
Wasatch,Utah,11,2
Washington,Utah,10,0
Wayne,Utah,0,0
Weber,Utah,10,0
Addison,Vermont,11,8
Bennington,Vermont,10,8
Caledonia,Vermont,12,10
Chittenden,Vermont,6,5
Essex,Vermont,12,10
Franklin,Vermont,4,2
Grand Isle,Vermont,12,10
Lamoille,Vermont,4,2
Orange,Vermont,12,10
Orleans,Vermont,12,10
Rutland,Vermont,10,8
Washington,Vermont,10,8
Windham,Vermont,10,2
Windsor,Vermont,8,2
Accomack,Virginia,4,1
Albemarle,Virginia,10,8
Alleghany,Virginia,12,8
Amelia,Virginia,11,2
Amherst,Virginia,10,8
Appomattox,Virginia,12,10
Arlington,Virginia,6,6
Augusta,Virginia,10,8
Bath,Virginia,0,0
Bedford,Virginia,12,9
Bland,Virginia,0,0
Botetourt,Virginia,11,2
Brunswick,Virginia,12,8
Buchanan,Virginia,12,10
Buckingham,Virginia,12,2
Campbell,Virginia,12,9
Caroline,Virginia,2,2
Carroll,Virginia,12,9
Charles City,Virginia,10,3
Charlotte,Virginia,12,10
Chesterfield,Virginia,10,3
Clarke,Virginia,12,10
Craig,Virginia,12,10
Culpeper,Virginia,10,3
Cumberland,Virginia,12,10
Dickenson,Virginia,0,0
Dinwiddie,Virginia,12,10
Essex,Virginia,0,10
Fairfax,Virginia,6,1
Fauquier,Virginia,10,2
Floyd,Virginia,12,10
Fluvanna,Virginia,4,5
Franklin,Virginia,12,9
Frederick,Virginia,10,8
Giles,Virginia,12,10
Gloucester,Virginia,10,8
Goochland,Virginia,10,2
Grayson,Virginia,0,0
Greene,Virginia,10,3
Greensville,Virginia,6,6
Halifax,Virginia,12,10
Hanover,Virginia,10,3
Henrico,Virginia,5,1
Henry,Virginia,10,2
Highland,Virginia,0,10
Isle of Wight,Virginia,10,2
James City,Virginia,10,2
King and Queen,Virginia,12,9
King George,Virginia,4,5
King William,Virginia,1,3
Lancaster,Virginia,12,10
Lee,Virginia,12,10
Loudoun,Virginia,6,1
Louisa,Virginia,12,9
Lunenburg,Virginia,12,10
Madison,Virginia,12,2
Mathews,Virginia,12,10
Mecklenburg,Virginia,4,5
Middlesex,Virginia,12,10
Montgomery,Virginia,10,8
Nelson,Virginia,12,10
New Kent,Virginia,10,8
Northampton,Virginia,12,5
Northumberland,Virginia,12,8
Nottoway,Virginia,12,10
Orange,Virginia,12,12
Page,Virginia,1,6
Patrick,Virginia,0,10
Pittsylvania,Virginia,10,7
Powhatan,Virginia,12,10
Prince Edward,Virginia,4,3
Prince George,Virginia,12,10
Prince William,Virginia,6,1
Pulaski,Virginia,12,10
Rappahannock,Virginia,12,10
Richmond,Virginia,12,5
Roanoke,Virginia,12,8
Rockbridge,Virginia,12,10
Rockingham,Virginia,10,8
Russell,Virginia,12,10
Scott,Virginia,10,2
Shenandoah,Virginia,10,3
Smyth,Virginia,12,10
Southampton,Virginia,4,2
Spotsylvania,Virginia,10,2
Stafford,Virginia,10,2
Surry,Virginia,11,3
Sussex,Virginia,10,4
Tazewell,Virginia,12,10
Warren,Virginia,12,8
Washington,Virginia,10,8
Westmoreland,Virginia,12,12
Wise,Virginia,10,8
Wythe,Virginia,10,8
York,Virginia,6,3
Alexandria,Virginia,6,1
Bristol,Virginia,12,10
Buena Vista,Virginia,12,10
Charlottesville,Virginia,4,3
Chesapeake,Virginia,10,2
Colonial Heights,Virginia,4,5
Covington,Virginia,12,10
Danville,Virginia,10,8
Emporia,Virginia,6,6
Fairfax City,Virginia,10,3
Falls Church,Virginia,0,6
