County,State,Cluster_idx
Clinton,Pennsylvania,9
Columbia,Pennsylvania,5
Crawford,Pennsylvania,10
Cumberland,Pennsylvania,3
Dauphin,Pennsylvania,3
Delaware,Pennsylvania,6
Elk,Pennsylvania,9
Erie,Pennsylvania,8
Fayette,Pennsylvania,8
Forest,Pennsylvania,10
Franklin,Pennsylvania,3
Fulton,Pennsylvania,8
Greene,Pennsylvania,9
Huntingdon,Pennsylvania,9
Indiana,Pennsylvania,2
Jefferson,Pennsylvania,10
Juniata,Pennsylvania,8
Lackawanna,Pennsylvania,6
Lancaster,Pennsylvania,6
Lawrence,Pennsylvania,2
Lebanon,Pennsylvania,2
Lehigh,Pennsylvania,5
Luzerne,Pennsylvania,5
Lycoming,Pennsylvania,2
McKean,Pennsylvania,8
Mercer,Pennsylvania,8
Mifflin,Pennsylvania,9
Monroe,Pennsylvania,5
Montgomery,Pennsylvania,6
Montour,Pennsylvania,9
Northampton,Pennsylvania,1
Northumberland,Pennsylvania,9
Perry,Pennsylvania,2
Philadelphia,Pennsylvania,6
Pike,Pennsylvania,5
Potter,Pennsylvania,10
Schuylkill,Pennsylvania,2
Snyder,Pennsylvania,2
Somerset,Pennsylvania,9
Sullivan,Pennsylvania,10
Susquehanna,Pennsylvania,5
Tioga,Pennsylvania,8
Union,Pennsylvania,8
Venango,Pennsylvania,10
Warren,Pennsylvania,12
Washington,Pennsylvania,8
Wayne,Pennsylvania,2
Westmoreland,Pennsylvania,2
Wyoming,Pennsylvania,2
York,Pennsylvania,8
Bristol,Rhode Island,10
Kent,Rhode Island,10
Newport,Rhode Island,10
Providence,Rhode Island,7
Washington,Rhode Island,10
Abbeville,South Carolina,10
Aiken,South Carolina,2
Allendale,South Carolina,5
Anderson,South Carolina,2
Bamberg,South Carolina,10
Barnwell,South Carolina,8
Beaufort,South Carolina,8
Berkeley,South Carolina,2
Calhoun,South Carolina,3
Charleston,South Carolina,8
Cherokee,South Carolina,8
Chester,South Carolina,10
Chesterfield,South Carolina,8
Clarendon,South Carolina,1
Colleton,South Carolina,4
Darlington,South Carolina,2
Dillon,South Carolina,8
Dorchester,South Carolina,8
Edgefield,South Carolina,2
Fairfield,South Carolina,1
Florence,South Carolina,1
Georgetown,South Carolina,8
Greenville,South Carolina,3
Greenwood,South Carolina,9
Hampton,South Carolina,9
Horry,South Carolina,2
Jasper,South Carolina,2
Kershaw,South Carolina,2
Lancaster,South Carolina,8
Laurens,South Carolina,2
Lee,South Carolina,1
Lexington,South Carolina,3
McCormick,South Carolina,2
Marion,South Carolina,1
Marlboro,South Carolina,8
Newberry,South Carolina,2
Oconee,South Carolina,10
Orangeburg,South Carolina,8
Pickens,South Carolina,8
Richland,South Carolina,5
Saluda,South Carolina,12
Spartanburg,South Carolina,2
Sumter,South Carolina,3
Union,South Carolina,10
Williamsburg,South Carolina,3
York,South Carolina,7
Aurora,South Dakota,10
Beadle,South Dakota,1
Bennett,South Dakota,0
Bon Homme,South Dakota,10
Brookings,South Dakota,10
Brown,South Dakota,12
Brule,South Dakota,0
Buffalo,South Dakota,0
Butte,South Dakota,0
Campbell,South Dakota,0
Charles Mix,South Dakota,10
Clark,South Dakota,10
Clay,South Dakota,10
Codington,South Dakota,10
Corson,South Dakota,11
Custer,South Dakota,0
Davison,South Dakota,10
Day,South Dakota,0
Deuel,South Dakota,12
Dewey,South Dakota,0
Douglas,South Dakota,0
Edmunds,South Dakota,0
Fall River,South Dakota,10
Faulk,South Dakota,12
Grant,South Dakota,0
Gregory,South Dakota,0
Haakon,South Dakota,0
Hamlin,South Dakota,10
Hand,South Dakota,10
Hanson,South Dakota,0
Harding,South Dakota,0
Hughes,South Dakota,10
Hutchinson,South Dakota,10
Hyde,South Dakota,12
Jackson,South Dakota,0
Jerauld,South Dakota,1
Jones,South Dakota,0
Kingsbury,South Dakota,0
Lake,South Dakota,10
Lawrence,South Dakota,10
Lincoln,South Dakota,10
Lyman,South Dakota,10
McCook,South Dakota,3
McPherson,South Dakota,12
Marshall,South Dakota,11
Meade,South Dakota,10
Mellette,South Dakota,0
Miner,South Dakota,12
Minnehaha,South Dakota,5
Moody,South Dakota,10
Oglala Lakota,South Dakota,10
Pennington,South Dakota,1
Perkins,South Dakota,0
Potter,South Dakota,0
Roberts,South Dakota,10
Sanborn,South Dakota,10
Spink,South Dakota,10
Stanley,South Dakota,10
Sully,South Dakota,12
Todd,South Dakota,8
Tripp,South Dakota,0
Turner,South Dakota,10
Union,South Dakota,10
Walworth,South Dakota,10
Yankton,South Dakota,10
Ziebach,South Dakota,0
Anderson,Tennessee,8
Bedford,Tennessee,3
Benton,Tennessee,8
Bledsoe,Tennessee,8
Blount,Tennessee,8
Bradley,Tennessee,8
Campbell,Tennessee,8
Cannon,Tennessee,10
Carroll,Tennessee,8
Carter,Tennessee,8
Cheatham,Tennessee,10
Chester,Tennessee,10
Claiborne,Tennessee,10
Clay,Tennessee,10
Cocke,Tennessee,10
Coffee,Tennessee,10
Crockett,Tennessee,8
Cumberland,Tennessee,9
Davidson,Tennessee,3
Decatur,Tennessee,10
DeKalb,Tennessee,10
Dickson,Tennessee,10
Dyer,Tennessee,10
Fayette,Tennessee,8
Fentress,Tennessee,10
Franklin,Tennessee,7
Gibson,Tennessee,8
Giles,Tennessee,10
Grainger,Tennessee,10
Greene,Tennessee,8
Grundy,Tennessee,2
Hamblen,Tennessee,2
Hamilton,Tennessee,1
Hancock,Tennessee,0
Hardeman,Tennessee,10
Hardin,Tennessee,8
Hawkins,Tennessee,8
Haywood,Tennessee,2
Henderson,Tennessee,10
Henry,Tennessee,10
Hickman,Tennessee,10
Houston,Tennessee,10
Humphreys,Tennessee,8
Jackson,Tennessee,10
Jefferson,Tennessee,12
Johnson,Tennessee,10
Knox,Tennessee,8
Lake,Tennessee,10
Lauderdale,Tennessee,9
Lawrence,Tennessee,10
Lewis,Tennessee,10
Lincoln,Tennessee,10
Loudon,Tennessee,10
McMinn,Tennessee,2
McNairy,Tennessee,10
Macon,Tennessee,1
Madison,Tennessee,8
Marion,Tennessee,8
Marshall,Tennessee,2
Maury,Tennessee,10
Meigs,Tennessee,10
Monroe,Tennessee,2
Montgomery,Tennessee,7
Moore,Tennessee,10
Morgan,Tennessee,10
Obion,Tennessee,3
Overton,Tennessee,10
Perry,Tennessee,10
Pickett,Tennessee,0
Polk,Tennessee,10
Putnam,Tennessee,3
Rhea,Tennessee,10
Roane,Tennessee,10
Robertson,Tennessee,9
Rutherford,Tennessee,3
Scott,Tennessee,10
Sequatchie,Tennessee,10
Sevier,Tennessee,8
Shelby,Tennessee,3
Smith,Tennessee,2
Stewart,Tennessee,10
Sullivan,Tennessee,9
Sumner,Tennessee,5
Tipton,Tennessee,8
Trousdale,Tennessee,1
Unicoi,Tennessee,10
Union,Tennessee,10
Van Buren,Tennessee,10
Warren,Tennessee,10
Washington,Tennessee,9
Wayne,Tennessee,10
Weakley,Tennessee,10
White,Tennessee,10
Williamson,Tennessee,2
Wilson,Tennessee,8
Anderson,Texas,10
Andrews,Texas,10
Angelina,Texas,9
Aransas,Texas,10
Archer,Texas,0
Armstrong,Texas,10
Atascosa,Texas,8
Austin,Texas,10
Bailey,Texas,0
Bandera,Texas,10
Bastrop,Texas,2
Baylor,Texas,0
Bee,Texas,10
Bell,Texas,7
Bexar,Texas,2
Blanco,Texas,12
Borden,Texas,0
Bosque,Texas,10
Bowie,Texas,2
Brazoria,Texas,8
Brazos,Texas,1
Brewster,Texas,0
Briscoe,Texas,0
Brooks,Texas,12
Brown,Texas,3
Burleson,Texas,10
Burnet,Texas,10
Caldwell,Texas,10
Calhoun,Texas,2
Callahan,Texas,8
Cameron,Texas,2
Camp,Texas,10
Carson,Texas,10
Cass,Texas,10
Castro,Texas,1
Chambers,Texas,10
Cherokee,Texas,2
Childress,Texas,10
Clay,Texas,10
Cochran,Texas,12
Coke,Texas,0
Coleman,Texas,10
Collin,Texas,2
Collingsworth,Texas,0
Colorado,Texas,10
Comal,Texas,2
Comanche,Texas,3
Concho,Texas,12
Cooke,Texas,10
Coryell,Texas,2
Cottle,Texas,5
Crane,Texas,8
Crockett,Texas,0
Crosby,Texas,1
Culberson,Texas,0
Dallam,Texas,1
Dallas,Texas,3
Dawson,Texas,3
Deaf Smith,Texas,5
Delta,Texas,12
Denton,Texas,2
DeWitt,Texas,8
Dickens,Texas,10
Dimmit,Texas,10
Donley,Texas,10
Duval,Texas,10
Eastland,Texas,10
Ector,Texas,2
Edwards,Texas,0
Ellis,Texas,3
El Paso,Texas,3
Erath,Texas,8
Falls,Texas,10
Fannin,Texas,8
Fayette,Texas,8
Fisher,Texas,0
Floyd,Texas,11
Foard,Texas,0
Fort Bend,Texas,2
Franklin,Texas,10
Freestone,Texas,10
Frio,Texas,10
Gaines,Texas,12
Galveston,Texas,2
Garza,Texas,0
Gillespie,Texas,10
Glasscock,Texas,0
Goliad,Texas,10
Gonzales,Texas,4
Gray,Texas,8
Grayson,Texas,9
Gregg,Texas,9
Grimes,Texas,3
Guadalupe,Texas,10
Hale,Texas,1
Hall,Texas,0
Hamilton,Texas,8
Hansford,Texas,5
Hardeman,Texas,0
Hardin,Texas,2
Harris,Texas,2
Harrison,Texas,1
Hartley,Texas,5
Haskell,Texas,0
Hays,Texas,8
Hemphill,Texas,12
Henderson,Texas,12
Hidalgo,Texas,8
Hill,Texas,8
Hockley,Texas,2
Hood,Texas,8
Hopkins,Texas,10
Houston,Texas,10
Howard,Texas,3
Hudspeth,Texas,0
Hunt,Texas,2
Hutchinson,Texas,10
Irion,Texas,0
Jack,Texas,10
Jackson,Texas,8
Jasper,Texas,2
Jeff Davis,Texas,0
Jefferson,Texas,3
Jim Hogg,Texas,10
Jim Wells,Texas,10
Johnson,Texas,2
Jones,Texas,10
Karnes,Texas,10
Kaufman,Texas,8
Kendall,Texas,10
Kenedy,Texas,0
Kent,Texas,0
Kerr,Texas,10
Kimble,Texas,0
King,Texas,0
Kinney,Texas,0
Kleberg,Texas,2
Knox,Texas,12
Lamar,Texas,2
Lamb,Texas,10
Lampasas,Texas,10
La Salle,Texas,10
Lavaca,Texas,8
Lee,Texas,10
Leon,Texas,10
Liberty,Texas,8
Limestone,Texas,2
Lipscomb,Texas,0
Live Oak,Texas,10
Llano,Texas,10
Loving,Texas,0
Lubbock,Texas,5
Lynn,Texas,2
McCulloch,Texas,10
McLennan,Texas,8
McMullen,Texas,0
Madison,Texas,10
Marion,Texas,9
Martin,Texas,2
Mason,Texas,10
Matagorda,Texas,3
Maverick,Texas,9
Medina,Texas,3
Menard,Texas,0
Midland,Texas,3
Milam,Texas,8
Mills,Texas,0
Mitchell,Texas,12
Montague,Texas,8
Montgomery,Texas,2
Moore,Texas,6
Morris,Texas,10
Motley,Texas,12
Nacogdoches,Texas,1
Navarro,Texas,3
Newton,Texas,10
Nolan,Texas,10
Nueces,Texas,8
Ochiltree,Texas,5
Oldham,Texas,6
Orange,Texas,8
Palo Pinto,Texas,2
Panola,Texas,1
Parker,Texas,12
Parmer,Texas,10
Pecos,Texas,10
Polk,Texas,10
Potter,Texas,1
Presidio,Texas,0
Rains,Texas,10
Randall,Texas,3
Reagan,Texas,0
Real,Texas,0
Red River,Texas,2
Reeves,Texas,10
Refugio,Texas,0
Roberts,Texas,10
Robertson,Texas,10
Rockwall,Texas,2
Runnels,Texas,0
Rusk,Texas,8
Sabine,Texas,10
San Augustine,Texas,1
San Jacinto,Texas,10
San Patricio,Texas,10
San Saba,Texas,0
Schleicher,Texas,0
Scurry,Texas,10
Shackelford,Texas,0
Shelby,Texas,2
Sherman,Texas,10
Smith,Texas,8
Somervell,Texas,0
Starr,Texas,10
Stephens,Texas,10
Sterling,Texas,0
Stonewall,Texas,0
Sutton,Texas,0
Swisher,Texas,10
Tarrant,Texas,3
Taylor,Texas,2
Terrell,Texas,0
Terry,Texas,10
Throckmorton,Texas,0
Titus,Texas,2
Tom Green,Texas,8
Travis,Texas,3
Trinity,Texas,10
Tyler,Texas,10
Upshur,Texas,10
Upton,Texas,0
Uvalde,Texas,10
Val Verde,Texas,10
Van Zandt,Texas,2
Victoria,Texas,2
Walker,Texas,1
Waller,Texas,10
Ward,Texas,0
Washington,Texas,6
Webb,Texas,3
Wharton,Texas,10
Wheeler,Texas,10
Wichita,Texas,8
Wilbarger,Texas,10
Willacy,Texas,2
Williamson,Texas,2
Wilson,Texas,2
Winkler,Texas,10
Wise,Texas,2
Wood,Texas,9
Yoakum,Texas,10
Young,Texas,8
Zapata,Texas,10
Zavala,Texas,10
Beaver,Utah,0
Box Elder,Utah,0
Cache,Utah,0
Carbon,Utah,0
Daggett,Utah,0
Davis,Utah,7
Duchesne,Utah,0
Emery,Utah,0
Garfield,Utah,0
Grand,Utah,0
Iron,Utah,0
Juab,Utah,0
Kane,Utah,0
Millard,Utah,0
Morgan,Utah,0
Piute,Utah,0
Rich,Utah,0
Salt Lake,Utah,2
San Juan,Utah,1
Sanpete,Utah,0
Sevier,Utah,0
Summit,Utah,10
Tooele,Utah,10
Uintah,Utah,0
Utah,Utah,2
Wasatch,Utah,2
Washington,Utah,0
Wayne,Utah,0
Weber,Utah,0
Addison,Vermont,8
Bennington,Vermont,8
Caledonia,Vermont,10
Chittenden,Vermont,5
Essex,Vermont,10
Franklin,Vermont,2
Grand Isle,Vermont,10
Lamoille,Vermont,2
Orange,Vermont,10
Orleans,Vermont,10
Rutland,Vermont,8
Washington,Vermont,8
Windham,Vermont,2
Windsor,Vermont,2
Accomack,Virginia,1
Albemarle,Virginia,8
Alleghany,Virginia,8
Amelia,Virginia,2
Amherst,Virginia,8
Appomattox,Virginia,10
Arlington,Virginia,6
Augusta,Virginia,8
Bath,Virginia,0
Bedford,Virginia,9
Bland,Virginia,0
Botetourt,Virginia,2
Brunswick,Virginia,8
Buchanan,Virginia,10
Buckingham,Virginia,2
Campbell,Virginia,9
Caroline,Virginia,2
Carroll,Virginia,9
Charles City,Virginia,3
Charlotte,Virginia,10
Chesterfield,Virginia,3
Clarke,Virginia,10
Craig,Virginia,10
Culpeper,Virginia,3
Cumberland,Virginia,10
Dickenson,Virginia,0
Dinwiddie,Virginia,10
Essex,Virginia,10
Fairfax,Virginia,1
Fauquier,Virginia,2
Floyd,Virginia,10
Fluvanna,Virginia,5
Franklin,Virginia,9
Frederick,Virginia,8
Giles,Virginia,10
Gloucester,Virginia,8
Goochland,Virginia,2
Grayson,Virginia,0
Greene,Virginia,3
Greensville,Virginia,6
Halifax,Virginia,10
Hanover,Virginia,3
Henrico,Virginia,1
Henry,Virginia,2
Highland,Virginia,10
Isle of Wight,Virginia,2
James City,Virginia,2
King and Queen,Virginia,9
King George,Virginia,5
King William,Virginia,3
Lancaster,Virginia,10
Lee,Virginia,10
Loudoun,Virginia,1
Louisa,Virginia,9
Lunenburg,Virginia,10
Madison,Virginia,2
Mathews,Virginia,10
Mecklenburg,Virginia,5
Middlesex,Virginia,10
Montgomery,Virginia,8
Nelson,Virginia,10
New Kent,Virginia,8
Northampton,Virginia,5
Northumberland,Virginia,8
Nottoway,Virginia,10
Orange,Virginia,12
Page,Virginia,6
Patrick,Virginia,10
Pittsylvania,Virginia,7
Powhatan,Virginia,10
Prince Edward,Virginia,3
Prince George,Virginia,10
Prince William,Virginia,1
Pulaski,Virginia,10
Rappahannock,Virginia,10
Richmond,Virginia,5
Roanoke,Virginia,8
Rockbridge,Virginia,10
Rockingham,Virginia,8
Russell,Virginia,10
Scott,Virginia,2
Shenandoah,Virginia,3
Smyth,Virginia,10
Southampton,Virginia,2
Spotsylvania,Virginia,2
Stafford,Virginia,2
Surry,Virginia,3
Sussex,Virginia,4
Tazewell,Virginia,10
Warren,Virginia,8
Washington,Virginia,8
Westmoreland,Virginia,12
Wise,Virginia,8
Wythe,Virginia,8
York,Virginia,3
Alexandria,Virginia,1
Bristol,Virginia,10
Buena Vista,Virginia,10
Charlottesville,Virginia,3
Chesapeake,Virginia,2
Colonial Heights,Virginia,5
Covington,Virginia,10
Danville,Virginia,8
Emporia,Virginia,6
Fairfax City,Virginia,3
Falls Church,Virginia,6
Franklin City,Virginia,3
Fredericksburg,Virginia,10
Galax,Virginia,10
Hampton,Virginia,2
Harrisonburg,Virginia,6
Hopewell,Virginia,10
Lexington,Virginia,10
Lynchburg,Virginia,8
Manassas,Virginia,1
Manassas Park,Virginia,1
Martinsville,Virginia,0
Newport News,Virginia,3
Norfolk,Virginia,2
Norton,Virginia,10
Petersburg,Virginia,3
Poquoson,Virginia,10
Portsmouth,Virginia,3
Radford,Virginia,10
Richmond City,Virginia,4
Roanoke City,Virginia,8
Salem,Virginia,8
Staunton,Virginia,10
Suffolk,Virginia,5
Virginia Beach,Virginia,2
Waynesboro,Virginia,10
Williamsburg,Virginia,1
Winchester,Virginia,8
Adams,Washington,10
Asotin,Washington,2
Benton,Washington,1
Chelan,Washington,1
Clallam,Washington,10
Clark,Washington,3
Columbia,Washington,10
Cowlitz,Washington,10
Douglas,Washington,2
Ferry,Washington,10
Franklin,Washington,5
Garfield,Washington,0
Grant,Washington,3
Grays Harbor,Washington,10
Island,Washington,2
Jefferson,Washington,10
King,Washington,6
Kitsap,Washington,9
Kittitas,Washington,8
Klickitat,Washington,2
Lewis,Washington,8
Lincoln,Washington,10
Mason,Washington,9
Okanogan,Washington,8
Pacific,Washington,9
Pend Oreille,Washington,10
Pierce,Washington,2
San Juan,Washington,10
Skagit,Washington,2
Skamania,Washington,10
Snohomish,Washington,5
Spokane,Washington,2
Stevens,Washington,8
Thurston,Washington,9
Wahkiakum,Washington,11
Walla Walla,Washington,8
Whatcom,Washington,2
Whitman,Washington,10
Yakima,Washington,1
Barbour,West Virginia,8
Berkeley,West Virginia,8
Boone,West Virginia,10
Braxton,West Virginia,10
Brooke,West Virginia,10
Cabell,West Virginia,10
Calhoun,West Virginia,0
Clay,West Virginia,0
Doddridge,West Virginia,0
Fayette,West Virginia,8
Gilmer,West Virginia,10
Grant,West Virginia,10
Greenbrier,West Virginia,10
Hampshire,West Virginia,2
Hancock,West Virginia,12
Hardy,West Virginia,12
Harrison,West Virginia,8
Jackson,West Virginia,5
Jefferson,West Virginia,8
Kanawha,West Virginia,2
Lewis,West Virginia,8
Lincoln,West Virginia,10
Logan,West Virginia,8
McDowell,West Virginia,10
Marion,West Virginia,8
Marshall,West Virginia,10
Mason,West Virginia,10
Mercer,West Virginia,10
Mineral,West Virginia,12
Mingo,West Virginia,2
Monongalia,West Virginia,2
Monroe,West Virginia,10
Morgan,West Virginia,10
Nicholas,West Virginia,8
Ohio,West Virginia,8
Pendleton,West Virginia,10
Pleasants,West Virginia,10
Pocahontas,West Virginia,10
Preston,West Virginia,12
Putnam,West Virginia,10
Raleigh,West Virginia,10
Randolph,West Virginia,10
Ritchie,West Virginia,0
Roane,West Virginia,10
Summers,West Virginia,10
Taylor,West Virginia,10
Tucker,West Virginia,10
Tyler,West Virginia,11
Upshur,West Virginia,10
Wayne,West Virginia,2
Webster,West Virginia,0
Wetzel,West Virginia,10
Wirt,West Virginia,10
Wood,West Virginia,8
Wyoming,West Virginia,10
Adams,Wisconsin,8
Ashland,Wisconsin,10
Barron,Wisconsin,10
Bayfield,Wisconsin,8
Brown,Wisconsin,2
Buffalo,Wisconsin,2
Burnett,Wisconsin,0
Calumet,Wisconsin,8
Chippewa,Wisconsin,10
Clark,Wisconsin,2
Columbia,Wisconsin,8
Crawford,Wisconsin,10
Dane,Wisconsin,2
Dodge,Wisconsin,2
Door,Wisconsin,3
Douglas,Wisconsin,10
Dunn,Wisconsin,10
Eau Claire,Wisconsin,10
Florence,Wisconsin,10
Fond du Lac,Wisconsin,2
Forest,Wisconsin,0
Grant,Wisconsin,3
Green,Wisconsin,10
Green Lake,Wisconsin,10
Iowa,Wisconsin,10
Iron,Wisconsin,2
Jackson,Wisconsin,2
Jefferson,Wisconsin,8
Juneau,Wisconsin,2
Kenosha,Wisconsin,3
Kewaunee,Wisconsin,3
La Crosse,Wisconsin,10
Lafayette,Wisconsin,10
Langlade,Wisconsin,0
Lincoln,Wisconsin,0
Manitowoc,Wisconsin,8
Marathon,Wisconsin,8
Marinette,Wisconsin,2
Marquette,Wisconsin,8
Menominee,Wisconsin,10
Milwaukee,Wisconsin,1
Monroe,Wisconsin,8
Oconto,Wisconsin,10
Oneida,Wisconsin,10
Outagamie,Wisconsin,2
Ozaukee,Wisconsin,3
Pepin,Wisconsin,0
Pierce,Wisconsin,10
Polk,Wisconsin,9
Portage,Wisconsin,10
Price,Wisconsin,10
Racine,Wisconsin,1
Richland,Wisconsin,2
Rock,Wisconsin,3
Rusk,Wisconsin,10
St. Croix,Wisconsin,10
Sauk,Wisconsin,3
Sawyer,Wisconsin,10
Shawano,Wisconsin,10
Sheboygan,Wisconsin,7
Taylor,Wisconsin,0
Trempealeau,Wisconsin,10
Vernon,Wisconsin,10
Vilas,Wisconsin,10
Walworth,Wisconsin,3
Washburn,Wisconsin,10
Washington,Wisconsin,2
Waukesha,Wisconsin,2
Waupaca,Wisconsin,1
Waushara,Wisconsin,10
Winnebago,Wisconsin,7
Wood,Wisconsin,12
Albany,Wyoming,10
Big Horn,Wyoming,10
Campbell,Wyoming,10
Carbon,Wyoming,10
Converse,Wyoming,10
Crook,Wyoming,10
Fremont,Wyoming,10
Goshen,Wyoming,10
Hot Springs,Wyoming,10
Johnson,Wyoming,2
Laramie,Wyoming,10
Lincoln,Wyoming,10
Natrona,Wyoming,10
Niobrara,Wyoming,10
Park,Wyoming,10
Platte,Wyoming,0
Sheridan,Wyoming,10
Sublette,Wyoming,10
Sweetwater,Wyoming,10
Teton,Wyoming,10
Uinta,Wyoming,10
Washakie,Wyoming,10
Weston,Wyoming,0
